[Thu, Sep 27 2001 - 16:00:18] ---------- UrlScan.dll Initializing ----------
[Thu, Sep 27 2001 - 16:00:18] URLs will be normalized before analysis.
[Thu, Sep 27 2001 - 16:00:18] URL normalization will be verified.
[Thu, Sep 27 2001 - 16:00:18] URLs may contain OEM, international and UTF-8 characters.
[Thu, Sep 27 2001 - 16:00:18] URLs must not contain any dot except for the file extension.
[Thu, Sep 27 2001 - 16:00:18] Only the following verbs will be allowed (case sensitive):
[Thu, Sep 27 2001 - 16:00:18] 	'GET'
[Mon, Oct 01 2001 - 22:37:48] Client at 65.11.166.37: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:37:53] Client at 65.11.166.37: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:37:56] Client at 65.11.166.37: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:37:58] Client at 65.11.166.37: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:00] Client at 65.11.166.37: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:03] Client at 65.11.166.37: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:05] Client at 65.11.166.37: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:10] Client at 65.11.166.37: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:12] Client at 65.11.166.37: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:17] Client at 65.11.166.37: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:19] Client at 65.11.166.37: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:21] Client at 65.11.166.37: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 22:38:23] Client at 65.11.166.37: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:47] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 23:23:47] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 23:23:47] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:47] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:47] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:47] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:47] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:48] Client at 65.65.237.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:50] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 23:23:50] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 23:23:50] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:50] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:50] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:50] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:50] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:50] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:51] Client at 65.65.94.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:51] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:51] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:51] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:51] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:51] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:51] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:23:51] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:25:57] Client at 127.0.0.1: URL contains sequence '&', which is disallowed. Request will be rejected.  Raw URL='/&mmc.gif'
[Mon, Oct 01 2001 - 23:26:08] Client at 127.0.0.1: URL contains extension '.com', which is disallowed. Request will be rejected.  Raw URL='/command.com'
[Mon, Oct 01 2001 - 23:49:33] Client at 64.219.195.180: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 23:49:40] Client at 64.219.195.180: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 23:49:46] Client at 64.219.195.180: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:49:53] Client at 64.219.195.180: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:50:02] Client at 64.219.195.180: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:50:11] Client at 64.219.195.180: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:50:19] Client at 64.219.195.180: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:50:27] Client at 64.219.195.180: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:50:36] Client at 64.219.195.180: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:50:45] Client at 64.219.195.180: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:50:53] Client at 64.219.195.180: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:51:01] Client at 64.219.195.180: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:51:10] Client at 64.219.195.180: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:51:19] Client at 64.219.195.180: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:51:28] Client at 64.219.195.180: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:51:37] Client at 64.219.195.180: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:39] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Mon, Oct 01 2001 - 23:59:40] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Mon, Oct 01 2001 - 23:59:40] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:42] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:42] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:43] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:44] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:45] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:46] Client at 65.65.94.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:47] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:50] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:51] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:51] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:52] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:53] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Mon, Oct 01 2001 - 23:59:53] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:53] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/root.exe'
[Tue, Oct 02 2001 - 00:09:53] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/MSADC/root.exe'
[Tue, Oct 02 2001 - 00:09:54] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/c/winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:54] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/d/winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:55] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%255c../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:55] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_vti_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:56] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/_mem_bin/..%255c../..%255c../..%255c../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:57] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/msadc/..%255c../..%255c../..%255c/..%c1%1c../..%c1%1c../..%c1%1c../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:57] Client at 65.65.94.53: URL contains '.' in the path. Request will be rejected.  Raw URL='/scripts/..%c1%1c../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:58] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%2f../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:58] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c0%af../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:09:59] Client at 65.65.94.53: URL contains extension '.exe', which is disallowed. Request will be rejected.  Raw URL='/scripts/..%c1%9c../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:10:00] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35%63../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:10:00] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%%35c../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:10:01] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%25%35%63../winnt/system32/cmd.exe'
[Tue, Oct 02 2001 - 00:10:02] Client at 65.65.94.53: URL normalization was not complete after one pass. Request will be rejected.  Raw URL='/scripts/..%252f../winnt/system32/cmd.exe'
